,Country,MEASURE,Age group,Year,Unit Code,Unit,Value
14083,New Zealand,GINI,Total population,2014,0_TO_1,0-1 scale,0.349
14085,New Zealand,GINI,Total population,2009,0_TO_1,0-1 scale,0.324
14086,New Zealand,GINI,Total population,2011,0_TO_1,0-1 scale,0.32299999999999995
14087,New Zealand,CPI2010,Total population,2011,IDX,Index,104.027893
14088,New Zealand,CPI2010,Total population,2012,IDX,Index,105.1305013
14089,New Zealand,CPI2010,Total population,2014,IDX,Index,107.62825500000001
14091,New Zealand,CPI2010,Total population,2009,IDX,Index,97.74976026
14092,New Zealand,CPI2010,Total population,2011,IDX,Index,104.027893
14370,Norway,GINI,Total population,2009,0_TO_1,0-1 scale,0.245
14371,Norway,GINI,Total population,2010,0_TO_1,0-1 scale,0.249
14372,Norway,GINI,Total population,2011,0_TO_1,0-1 scale,0.25
14373,Norway,GINI,Total population,2012,0_TO_1,0-1 scale,0.253
14374,Norway,GINI,Total population,2013,0_TO_1,0-1 scale,0.252
14375,Norway,GINI,Total population,2014,0_TO_1,0-1 scale,0.257
14376,Norway,GINI,Total population,2015,0_TO_1,0-1 scale,0.272
14377,Norway,GINI,Total population,2016,0_TO_1,0-1 scale,0.262
14378,Norway,GINI,Total population,2017,0_TO_1,0-1 scale,0.262
14379,Norway,GINI,Total population,2018,0_TO_1,0-1 scale,0.262
14382,Norway,GINI,Total population,2009,0_TO_1,0-1 scale,0.245
14383,Norway,GINI,Total population,2010,0_TO_1,0-1 scale,0.249
14384,Norway,GINI,Total population,2011,0_TO_1,0-1 scale,0.25
14387,Norway,CPI2010,Total population,2009,IDX,Index,97.63821201
14388,Norway,CPI2010,Total population,2010,IDX,Index,100.0
14389,Norway,CPI2010,Total population,2011,IDX,Index,101.2849479
14390,Norway,CPI2010,Total population,2012,IDX,Index,101.99076640000001
14391,Norway,CPI2010,Total population,2013,IDX,Index,104.1534593
14392,Norway,CPI2010,Total population,2014,IDX,Index,106.27997079999999
14393,Norway,CPI2010,Total population,2015,IDX,Index,108.58745420000001
14394,Norway,CPI2010,Total population,2016,IDX,Index,112.44230879999999
14395,Norway,CPI2010,Total population,2017,IDX,Index,114.5507514
14396,Norway,CPI2010,Total population,2018,IDX,Index,117.7178131
14399,Norway,CPI2010,Total population,2009,IDX,Index,97.63821201
14400,Norway,CPI2010,Total population,2010,IDX,Index,100.0
14401,Norway,CPI2010,Total population,2011,IDX,Index,101.2849479
15172,Poland,GINI,Total population,2009,0_TO_1,0-1 scale,0.303
15173,Poland,GINI,Total population,2010,0_TO_1,0-1 scale,0.304
15174,Poland,GINI,Total population,2011,0_TO_1,0-1 scale,0.301
15175,Poland,GINI,Total population,2012,0_TO_1,0-1 scale,0.298
15176,Poland,GINI,Total population,2013,0_TO_1,0-1 scale,0.299
15177,Poland,GINI,Total population,2014,0_TO_1,0-1 scale,0.297
15178,Poland,GINI,Total population,2015,0_TO_1,0-1 scale,0.29100000000000004
15179,Poland,GINI,Total population,2016,0_TO_1,0-1 scale,0.285
15180,Poland,GINI,Total population,2017,0_TO_1,0-1 scale,0.275
15181,Poland,GINI,Total population,2018,0_TO_1,0-1 scale,0.281
15186,Poland,GINI,Total population,2009,0_TO_1,0-1 scale,0.306
15187,Poland,GINI,Total population,2010,0_TO_1,0-1 scale,0.307
15188,Poland,GINI,Total population,2011,0_TO_1,0-1 scale,0.303
15189,Poland,GINI,Total population,2012,0_TO_1,0-1 scale,0.3
15190,Poland,GINI,Total population,2013,0_TO_1,0-1 scale,0.301
15195,Poland,CPI2010,Total population,2009,IDX,Index,97.48422593
15196,Poland,CPI2010,Total population,2010,IDX,Index,100.0
15197,Poland,CPI2010,Total population,2011,IDX,Index,104.2394008
15198,Poland,CPI2010,Total population,2012,IDX,Index,107.9507106
15199,Poland,CPI2010,Total population,2013,IDX,Index,109.0215979
15200,Poland,CPI2010,Total population,2014,IDX,Index,109.08020259999998
15201,Poland,CPI2010,Total population,2015,IDX,Index,108.126741
15202,Poland,CPI2010,Total population,2016,IDX,Index,107.40795770000001
15203,Poland,CPI2010,Total population,2017,IDX,Index,109.6377041
15204,Poland,CPI2010,Total population,2018,IDX,Index,111.62539790000001
15209,Poland,CPI2010,Total population,2009,IDX,Index,97.48422593
15210,Poland,CPI2010,Total population,2010,IDX,Index,100.0
15211,Poland,CPI2010,Total population,2011,IDX,Index,104.2394008
15212,Poland,CPI2010,Total population,2012,IDX,Index,107.9507106
15213,Poland,CPI2010,Total population,2013,IDX,Index,109.0215979
16262,Portugal,GINI,Total population,2009,0_TO_1,0-1 scale,0.336
16263,Portugal,GINI,Total population,2010,0_TO_1,0-1 scale,0.341
16264,Portugal,GINI,Total population,2011,0_TO_1,0-1 scale,0.337
16265,Portugal,GINI,Total population,2012,0_TO_1,0-1 scale,0.337
16266,Portugal,GINI,Total population,2013,0_TO_1,0-1 scale,0.341
16267,Portugal,GINI,Total population,2014,0_TO_1,0-1 scale,0.33799999999999997
16268,Portugal,GINI,Total population,2015,0_TO_1,0-1 scale,0.336
16269,Portugal,GINI,Total population,2016,0_TO_1,0-1 scale,0.331
16270,Portugal,GINI,Total population,2017,0_TO_1,0-1 scale,0.32
16271,Portugal,GINI,Total population,2018,0_TO_1,0-1 scale,0.317
16277,Portugal,GINI,Total population,2009,0_TO_1,0-1 scale,0.341
16278,Portugal,GINI,Total population,2010,0_TO_1,0-1 scale,0.345
16279,Portugal,GINI,Total population,2011,0_TO_1,0-1 scale,0.341
16280,Portugal,GINI,Total population,2012,0_TO_1,0-1 scale,0.341
16281,Portugal,GINI,Total population,2013,0_TO_1,0-1 scale,0.344
16287,Portugal,CPI2010,Total population,2009,IDX,Index,98.61683789
16288,Portugal,CPI2010,Total population,2010,IDX,Index,100.0
16289,Portugal,CPI2010,Total population,2011,IDX,Index,103.65301190000001
16290,Portugal,CPI2010,Total population,2012,IDX,Index,106.52766319999999
16291,Portugal,CPI2010,Total population,2013,IDX,Index,106.81999669999999
16292,Portugal,CPI2010,Total population,2014,IDX,Index,106.52286770000002
16293,Portugal,CPI2010,Total population,2015,IDX,Index,107.04263470000001
16294,Portugal,CPI2010,Total population,2016,IDX,Index,107.6928116
16295,Portugal,CPI2010,Total population,2017,IDX,Index,109.1666817
16296,Portugal,CPI2010,Total population,2018,IDX,Index,110.2515588
16302,Portugal,CPI2010,Total population,2009,IDX,Index,98.61683789
16303,Portugal,CPI2010,Total population,2010,IDX,Index,100.0
16304,Portugal,CPI2010,Total population,2011,IDX,Index,103.65301190000001
16305,Portugal,CPI2010,Total population,2012,IDX,Index,106.52766319999999
16306,Portugal,CPI2010,Total population,2013,IDX,Index,106.81999669999999
17438,Slovak Republic,GINI,Total population,2009,0_TO_1,0-1 scale,0.267
17439,Slovak Republic,GINI,Total population,2010,0_TO_1,0-1 scale,0.265
17440,Slovak Republic,GINI,Total population,2011,0_TO_1,0-1 scale,0.262
17441,Slovak Republic,GINI,Total population,2012,0_TO_1,0-1 scale,0.251
17442,Slovak Republic,GINI,Total population,2013,0_TO_1,0-1 scale,0.27
17443,Slovak Republic,GINI,Total population,2014,0_TO_1,0-1 scale,0.247
17444,Slovak Republic,GINI,Total population,2015,0_TO_1,0-1 scale,0.25
17445,Slovak Republic,GINI,Total population,2016,0_TO_1,0-1 scale,0.24100000000000002
17446,Slovak Republic,GINI,Total population,2017,0_TO_1,0-1 scale,0.22
17447,Slovak Republic,GINI,Total population,2018,0_TO_1,0-1 scale,0.23600000000000002
17453,Slovak Republic,GINI,Total population,2009,0_TO_1,0-1 scale,0.263
17454,Slovak Republic,GINI,Total population,2010,0_TO_1,0-1 scale,0.262
17455,Slovak Republic,GINI,Total population,2011,0_TO_1,0-1 scale,0.261
17456,Slovak Republic,GINI,Total population,2012,0_TO_1,0-1 scale,0.249
17457,Slovak Republic,GINI,Total population,2013,0_TO_1,0-1 scale,0.268
17463,Slovak Republic,CPI2010,Total population,2009,IDX,Index,99.05205581
17464,Slovak Republic,CPI2010,Total population,2010,IDX,Index,100.0
17465,Slovak Republic,CPI2010,Total population,2011,IDX,Index,103.9192922
17466,Slovak Republic,CPI2010,Total population,2012,IDX,Index,107.66672609999999
17467,Slovak Republic,CPI2010,Total population,2013,IDX,Index,109.1746205
17468,Slovak Republic,CPI2010,Total population,2014,IDX,Index,109.09143700000001
17469,Slovak Republic,CPI2010,Total population,2015,IDX,Index,108.7366293
17470,Slovak Republic,CPI2010,Total population,2016,IDX,Index,108.17118799999999
17471,Slovak Republic,CPI2010,Total population,2017,IDX,Index,109.5903206
17472,Slovak Republic,CPI2010,Total population,2018,IDX,Index,112.3454893
17478,Slovak Republic,CPI2010,Total population,2009,IDX,Index,99.05205581
17479,Slovak Republic,CPI2010,Total population,2010,IDX,Index,100.0
17480,Slovak Republic,CPI2010,Total population,2011,IDX,Index,103.9192922
17481,Slovak Republic,CPI2010,Total population,2012,IDX,Index,107.66672609999999
17482,Slovak Republic,CPI2010,Total population,2013,IDX,Index,109.1746205
18620,Spain,GINI,Total population,2009,0_TO_1,0-1 scale,0.33299999999999996
18621,Spain,GINI,Total population,2010,0_TO_1,0-1 scale,0.33899999999999997
18622,Spain,GINI,Total population,2011,0_TO_1,0-1 scale,0.341
18623,Spain,GINI,Total population,2012,0_TO_1,0-1 scale,0.33399999999999996
18624,Spain,GINI,Total population,2013,0_TO_1,0-1 scale,0.345
18625,Spain,GINI,Total population,2014,0_TO_1,0-1 scale,0.34299999999999997
18626,Spain,GINI,Total population,2015,0_TO_1,0-1 scale,0.344
18627,Spain,GINI,Total population,2016,0_TO_1,0-1 scale,0.341
18628,Spain,GINI,Total population,2017,0_TO_1,0-1 scale,0.33299999999999996
18629,Spain,GINI,Total population,2018,0_TO_1,0-1 scale,0.33
18632,Spain,CPI2010,Total population,2009,IDX,Index,98.23193341
18633,Spain,CPI2010,Total population,2010,IDX,Index,100.0
18634,Spain,CPI2010,Total population,2011,IDX,Index,103.1961363
18635,Spain,CPI2010,Total population,2012,IDX,Index,105.72032069999999
18636,Spain,CPI2010,Total population,2013,IDX,Index,107.20940049999999
18637,Spain,CPI2010,Total population,2014,IDX,Index,107.0477153
18638,Spain,CPI2010,Total population,2015,IDX,Index,106.51196019999999
18639,Spain,CPI2010,Total population,2016,IDX,Index,106.2960924
18640,Spain,CPI2010,Total population,2017,IDX,Index,108.3753869
18641,Spain,CPI2010,Total population,2018,IDX,Index,110.1906703
19182,Sweden,GINI,Total population,2013,0_TO_1,0-1 scale,0.268
19183,Sweden,GINI,Total population,2014,0_TO_1,0-1 scale,0.27399999999999997
19184,Sweden,GINI,Total population,2015,0_TO_1,0-1 scale,0.278
19185,Sweden,GINI,Total population,2016,0_TO_1,0-1 scale,0.282
19186,Sweden,GINI,Total population,2017,0_TO_1,0-1 scale,0.282
19187,Sweden,GINI,Total population,2018,0_TO_1,0-1 scale,0.275
19190,Sweden,GINI,Total population,2009,0_TO_1,0-1 scale,0.26899999999999996
19191,Sweden,GINI,Total population,2010,0_TO_1,0-1 scale,0.26899999999999996
19192,Sweden,GINI,Total population,2011,0_TO_1,0-1 scale,0.273
19193,Sweden,CPI2010,Total population,2013,IDX,Index,103.82987990000001
19194,Sweden,CPI2010,Total population,2014,IDX,Index,103.6433056
19195,Sweden,CPI2010,Total population,2015,IDX,Index,103.59482320000001
19196,Sweden,CPI2010,Total population,2016,IDX,Index,104.6145071
19197,Sweden,CPI2010,Total population,2017,IDX,Index,106.4917489
19198,Sweden,CPI2010,Total population,2018,IDX,Index,108.57214009999998
19201,Sweden,CPI2010,Total population,2009,IDX,Index,98.8552772
19202,Sweden,CPI2010,Total population,2010,IDX,Index,100.0
19203,Sweden,CPI2010,Total population,2011,IDX,Index,102.96115440000001
19709,Switzerland,GINI,Total population,2009,0_TO_1,0-1 scale,0.297
19710,Switzerland,GINI,Total population,2010,0_TO_1,0-1 scale,0.298
19711,Switzerland,GINI,Total population,2011,0_TO_1,0-1 scale,0.289
19712,Switzerland,GINI,Total population,2012,0_TO_1,0-1 scale,0.285
19713,Switzerland,GINI,Total population,2013,0_TO_1,0-1 scale,0.295
19714,Switzerland,GINI,Total population,2014,0_TO_1,0-1 scale,0.297
19715,Switzerland,GINI,Total population,2015,0_TO_1,0-1 scale,0.29600000000000004
19716,Switzerland,GINI,Total population,2016,0_TO_1,0-1 scale,0.302
19717,Switzerland,GINI,Total population,2017,0_TO_1,0-1 scale,0.299
19718,Switzerland,GINI,Total population,2009,0_TO_1,0-1 scale,0.298
19719,Switzerland,GINI,Total population,2011,0_TO_1,0-1 scale,0.289
19723,Switzerland,CPI2010,Total population,2009,IDX,Index,99.31643012
19724,Switzerland,CPI2010,Total population,2010,IDX,Index,100.0
19725,Switzerland,CPI2010,Total population,2011,IDX,Index,100.2312926
19726,Switzerland,CPI2010,Total population,2012,IDX,Index,99.53721838
19727,Switzerland,CPI2010,Total population,2013,IDX,Index,99.32084785
19728,Switzerland,CPI2010,Total population,2014,IDX,Index,99.30769284
19729,Switzerland,CPI2010,Total population,2015,IDX,Index,98.17174755
19730,Switzerland,CPI2010,Total population,2016,IDX,Index,97.74508331
19731,Switzerland,CPI2010,Total population,2017,IDX,Index,98.26687597
19732,Switzerland,CPI2010,Total population,2009,IDX,Index,99.31643012
19733,Switzerland,CPI2010,Total population,2011,IDX,Index,100.2312926
20390,Turkey,GINI,Total population,2011,0_TO_1,0-1 scale,0.40299999999999997
20391,Turkey,GINI,Total population,2012,0_TO_1,0-1 scale,0.39899999999999997
20392,Turkey,GINI,Total population,2013,0_TO_1,0-1 scale,0.39
20393,Turkey,GINI,Total population,2014,0_TO_1,0-1 scale,0.39799999999999996
20394,Turkey,GINI,Total population,2015,0_TO_1,0-1 scale,0.40399999999999997
20397,Turkey,GINI,Total population,2009,0_TO_1,0-1 scale,0.41100000000000003
20398,Turkey,GINI,Total population,2010,0_TO_1,0-1 scale,0.41700000000000004
20399,Turkey,GINI,Total population,2011,0_TO_1,0-1 scale,0.41200000000000003
20400,Turkey,CPI2010,Total population,2011,IDX,Index,106.4718706
20401,Turkey,CPI2010,Total population,2012,IDX,Index,115.9389057
20402,Turkey,CPI2010,Total population,2013,IDX,Index,124.6263037
20403,Turkey,CPI2010,Total population,2014,IDX,Index,135.6614352
20404,Turkey,CPI2010,Total population,2015,IDX,Index,146.0678178
20407,Turkey,CPI2010,Total population,2009,IDX,Index,92.10948951
20408,Turkey,CPI2010,Total population,2010,IDX,Index,100.0
20409,Turkey,CPI2010,Total population,2011,IDX,Index,106.4718706
20868,United Kingdom,GINI,Total population,2009,0_TO_1,0-1 scale,0.374
20869,United Kingdom,GINI,Total population,2010,0_TO_1,0-1 scale,0.35100000000000003
20870,United Kingdom,GINI,Total population,2011,0_TO_1,0-1 scale,0.354
20871,United Kingdom,GINI,Total population,2012,0_TO_1,0-1 scale,0.35100000000000003
20872,United Kingdom,GINI,Total population,2013,0_TO_1,0-1 scale,0.358
20873,United Kingdom,GINI,Total population,2014,0_TO_1,0-1 scale,0.35600000000000004
20874,United Kingdom,GINI,Total population,2015,0_TO_1,0-1 scale,0.36
20875,United Kingdom,GINI,Total population,2016,0_TO_1,0-1 scale,0.35100000000000003
20876,United Kingdom,GINI,Total population,2017,0_TO_1,0-1 scale,0.35700000000000004
20877,United Kingdom,GINI,Total population,2018,0_TO_1,0-1 scale,0.366
20883,United Kingdom,GINI,Total population,2009,0_TO_1,0-1 scale,0.345
20884,United Kingdom,GINI,Total population,2010,0_TO_1,0-1 scale,0.341
20890,United Kingdom,CPI2010,Total population,2009,IDX,Index,97.55826859
20891,United Kingdom,CPI2010,Total population,2010,IDX,Index,100.0
20892,United Kingdom,CPI2010,Total population,2011,IDX,Index,103.8845727
20893,United Kingdom,CPI2010,Total population,2012,IDX,Index,106.54827970000001
20894,United Kingdom,CPI2010,Total population,2013,IDX,Index,108.9900111
20895,United Kingdom,CPI2010,Total population,2014,IDX,Index,110.5438402
20896,United Kingdom,CPI2010,Total population,2015,IDX,Index,110.9877913
20897,United Kingdom,CPI2010,Total population,2016,IDX,Index,112.09766929999999
20898,United Kingdom,CPI2010,Total population,2017,IDX,Index,114.9833518
20899,United Kingdom,CPI2010,Total population,2018,IDX,Index,117.6470588
20905,United Kingdom,CPI2010,Total population,2009,IDX,Index,97.55826859
20906,United Kingdom,CPI2010,Total population,2010,IDX,Index,100.0
21784,United States,GINI,Total population,2013,0_TO_1,0-1 scale,0.396
21785,United States,GINI,Total population,2014,0_TO_1,0-1 scale,0.39399999999999996
21786,United States,GINI,Total population,2015,0_TO_1,0-1 scale,0.39
21787,United States,GINI,Total population,2016,0_TO_1,0-1 scale,0.391
21788,United States,GINI,Total population,2017,0_TO_1,0-1 scale,0.39
21794,United States,GINI,Total population,2009,0_TO_1,0-1 scale,0.379
21795,United States,GINI,Total population,2010,0_TO_1,0-1 scale,0.38
21796,United States,GINI,Total population,2011,0_TO_1,0-1 scale,0.389
21797,United States,GINI,Total population,2012,0_TO_1,0-1 scale,0.389
21798,United States,CPI2010,Total population,2013,IDX,Index,106.8338523
21799,United States,CPI2010,Total population,2014,IDX,Index,108.56694040000001
21800,United States,CPI2010,Total population,2015,IDX,Index,108.6957231
21801,United States,CPI2010,Total population,2016,IDX,Index,110.0670283
21802,United States,CPI2010,Total population,2017,IDX,Index,112.41159509999999
21808,United States,CPI2010,Total population,2009,IDX,Index,98.38642286
21809,United States,CPI2010,Total population,2010,IDX,Index,100.0
21810,United States,CPI2010,Total population,2011,IDX,Index,103.15684990000001
21811,United States,CPI2010,Total population,2012,IDX,Index,105.29150349999999
22328,Chile,GINI,Total population,2009,0_TO_1,0-1 scale,0.51
22329,Chile,GINI,Total population,2011,0_TO_1,0-1 scale,0.503
22331,Chile,CPI2010,Total population,2009,IDX,Index,98.60890177
22332,Chile,CPI2010,Total population,2011,IDX,Index,103.3412169
22471,Estonia,GINI,Total population,2013,0_TO_1,0-1 scale,0.35600000000000004
22472,Estonia,GINI,Total population,2014,0_TO_1,0-1 scale,0.34600000000000003
22473,Estonia,GINI,Total population,2015,0_TO_1,0-1 scale,0.33
22474,Estonia,GINI,Total population,2016,0_TO_1,0-1 scale,0.314
22475,Estonia,GINI,Total population,2017,0_TO_1,0-1 scale,0.309
22476,Estonia,GINI,Total population,2018,0_TO_1,0-1 scale,0.305
22482,Estonia,GINI,Total population,2009,0_TO_1,0-1 scale,0.309
22483,Estonia,GINI,Total population,2010,0_TO_1,0-1 scale,0.317
22484,Estonia,GINI,Total population,2011,0_TO_1,0-1 scale,0.32299999999999995
22485,Estonia,GINI,Total population,2012,0_TO_1,0-1 scale,0.326
22486,Estonia,GINI,Total population,2013,0_TO_1,0-1 scale,0.355
22487,Estonia,CPI2010,Total population,2013,IDX,Index,112.1451987
22488,Estonia,CPI2010,Total population,2014,IDX,Index,112.02614390000001
22489,Estonia,CPI2010,Total population,2015,IDX,Index,111.47456770000001
22490,Estonia,CPI2010,Total population,2016,IDX,Index,111.6403304
22491,Estonia,CPI2010,Total population,2017,IDX,Index,115.4553246
22492,Estonia,CPI2010,Total population,2018,IDX,Index,119.4227044
22498,Estonia,CPI2010,Total population,2009,IDX,Index,97.11373393
22499,Estonia,CPI2010,Total population,2010,IDX,Index,100.0
22500,Estonia,CPI2010,Total population,2011,IDX,Index,104.9818988
22501,Estonia,CPI2010,Total population,2012,IDX,Index,109.11126229999999
22502,Estonia,CPI2010,Total population,2013,IDX,Index,112.1451987
23233,Israel,GINI,Total population,2011,0_TO_1,0-1 scale,0.371
23234,Israel,GINI,Total population,2012,0_TO_1,0-1 scale,0.371
23235,Israel,GINI,Total population,2013,0_TO_1,0-1 scale,0.36
23236,Israel,GINI,Total population,2014,0_TO_1,0-1 scale,0.365
23237,Israel,GINI,Total population,2015,0_TO_1,0-1 scale,0.36
23238,Israel,GINI,Total population,2016,0_TO_1,0-1 scale,0.34600000000000003
23239,Israel,GINI,Total population,2017,0_TO_1,0-1 scale,0.344
23240,Israel,GINI,Total population,2018,0_TO_1,0-1 scale,0.348
